Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2020-01-02T05:30;2020-01-02T05:45;23;EUR;MWh;NO;NO;29.5;;29.5;29.5;1;UP
2020-01-02T05:45;2020-01-02T06:00;24;EUR;MWh;NO;NO;53.12;;53.12;53.12;1;UP
2020-01-02T06:00;2020-01-02T06:15;25;EUR;MWh;NO;NO;60.03;;60.03;60.03;1;UP
2020-01-02T06:15;2020-01-02T06:30;26;EUR;MWh;NO;NO;41.4;;41.4;41.4;1;UP
2020-01-02T06:30;2020-01-02T06:45;27;EUR;MWh;NO;NO;142.12;;142.12;142.12;1;UP
2020-01-02T06:45;2020-01-02T07:00;28;EUR;MWh;NO;NO;350.12;;350.12;350.12;1;UP
2020-01-02T07:00;2020-01-02T07:15;29;EUR;MWh;NO;NO;350.12;-150.78;-150.78;-150.78;-1;DOWN
2020-01-02T07:15;2020-01-02T07:30;30;EUR;MWh;NO;NO;;-150.78;-150.78;-150.78;-1;DOWN
2020-01-02T07:30;2020-01-02T07:45;31;EUR;MWh;NO;NO;29.98;-150.78;29.98;29.98;1;UP
2020-01-02T07:45;2020-01-02T08:00;32;EUR;MWh;NO;NO;29.98;;29.98;29.98;1;UP
2020-01-02T08:00;2020-01-02T08:15;33;EUR;MWh;NO;NO;29.98;26.24;26.24;26.24;-1;DOWN
2020-01-02T08:15;2020-01-02T08:30;34;EUR;MWh;NO;NO;;26.75;26.75;26.75;-1;DOWN
2020-01-02T08:30;2020-01-02T08:45;35;EUR;MWh;NO;NO;29.23;;29.23;29.23;1;UP
2020-01-02T08:45;2020-01-02T09:00;36;EUR;MWh;NO;NO;29.9;;29.9;29.9;1;UP
2020-01-02T09:00;2020-01-02T09:15;37;EUR;MWh;NO;NO;33.68;;33.68;33.68;1;UP
2020-01-02T09:15;2020-01-02T09:30;38;EUR;MWh;NO;NO;44.12;;44.12;44.12;1;UP
2020-01-02T09:30;2020-01-02T09:45;39;EUR;MWh;NO;NO;30.9;;30.9;30.9;1;UP
2020-01-02T09:45;2020-01-02T10:00;40;EUR;MWh;NO;NO;108.12;;108.12;108.12;1;UP
2020-01-02T10:00;2020-01-02T10:15;41;EUR;MWh;NO;NO;332.12;;332.12;332.12;1;UP
2020-01-02T10:15;2020-01-02T10:30;42;EUR;MWh;NO;NO;44.12;;44.12;44.12;1;UP
